INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,SALES_PRICE
1651,2,1,4,Yes,Commercial,13637220
1288,1,1,3,No,House,4936250
1661,2,1,4,Yes,Others,10555860
1578,2,1,4,Yes,Others,9708030
1937,3,2,5,Yes,Others,12782260
1403,2,2,4,No,House,5402500
968,1,1,3,Yes,Others,10521855
1628,2,2,4,No,Others,7150500
1287,2,2,4,Yes,Commercial,14116310
1438,2,2,4,No,Others,6717750
1351,2,2,4,Yes,Others,6194125
956,1,1,3,Yes,House,9899250
1177,1,1,3,Yes,House,10664405
774,1,1,2,No,House,5899450
1207,1,1,3,No,House,5962250
1561,2,1,4,No,Commercial,13489720
1156,1,1,3,No,Commercial,10056250
1852,3,2,5,No,Commercial,15592460
1190,1,1,3,No,Commercial,12631750
1823,3,2,5,Yes,House,10249680
1527,2,1,4,No,Others,7738440
581,1,1,2,Yes,Commercial,7238000
519,1,1,2,Yes,Commercial,6802000
1290,1,1,3,Yes,House,9433250
1274,2,1,4,Yes,House,9173450
1041,1,1,3,Yes,Commercial,13919200
908,1,1,3,No,House,4343000
1525,2,2,4,Yes,Commercial,12420250
1984,3,2,5,No,Others,10169600
1537,2,2,4,No,Commercial,12075000
1806,3,2,5,Yes,House,10885120
1152,1,1,3,No,Others,9863280
1288,2,1,4,Yes,Commercial,15733300
730,1,1,2,No,Commercial,5198500
1730,2,1,4,No,Others,10616020
845,1,1,3,No,Commercial,10673850
1776,2,1,4,No,Commercial,14834920
913,1,1,3,Yes,Commercial,12893050
1124,1,1,3,No,Others,8243880
766,1,1,2,No,Commercial,4733000
665,1,1,2,No,Commercial,6767000
762,1,1,2,No,Others,6000540
1833,3,2,5,Yes,House,10922160
944,1,1,3,No,Commercial,11663500
1754,1,1,4,No,Others,11960070
875,1,1,3,Yes,Commercial,11953500
1392,2,2,4,Yes,House,8539250
1853,2,1,5,Yes,House,13552840
1576,2,1,4,Yes,House,10931870
1022,1,1,3,Yes,Commercial,12907200
1640,1,1,4,No,House,10649060
779,1,1,2,Yes,Others,8197980
1729,2,1,4,Yes,Others,11956550
715,1,1,2,Yes,Commercial,10283850
1562,1,1,4,Yes,Commercial,17314380
1203,1,1,3,Yes,Others,6619875
1825,3,2,5,No,Others,10783060
1707,2,1,4,No,House,9125100
998,1,1,3,Yes,Others,7857455
1675,2,2,4,Yes,House,8297500
1792,1,1,4,No,Commercial,20697270
1574,1,1,4,Yes,House,11772480
1070,1,1,3,Yes,Commercial,9727500
1125,1,1,3,No,Commercial,12401000
1971,3,2,5,Yes,Commercial,14616160
1361,2,1,4,No,House,8976940
1786,3,2,5,No,House,9960280
612,1,1,2,Yes,Commercial,5315750
1596,1,1,4,No,House,11262600
1644,1,1,4,No,Others,11681720
1041,1,1,3,No,Commercial,10646530
810,1,1,3,No,Commercial,9352750
837,1,1,3,No,Others,8582390
1884,2,1,5,Yes,House,14049650
1063,1,1,3,Yes,Others,9253010
1298,1,1,3,No,Others,6686000
1867,2,1,5,No,House,10721350
1575,1,1,4,No,House,10002210
1463,2,2,4,Yes,Others,8110875
1164,1,1,3,Yes,Others,8381750
1805,2,1,5,No,Commercial,20438790
733,1,1,2,No,Others,4886840
1197,1,1,3,Yes,Others,9905510
2069,3,2,5,No,House,10042440
956,1,1,3,No,Commercial,11330100
736,1,1,2,Yes,House,7839405
1050,1,1,3,Yes,House,9993600
2047,3,2,5,Yes,Others,11992920
632,1,1,2,Yes,Others,8899500
871,1,1,2,No,Commercial,8068000
811,1,1,3,Yes,Commercial,8824390
1087,1,1,3,No,Others,8257475
1170,1,1,3,Yes,Others,10250150
1843,3,2,5,No,Others,9635530
1783,1,1,4,Yes,Others,14106600
847,1,1,2,Yes,Commercial,9032750
1258,2,1,4,No,Others,8218210
979,1,1,3,No,Others,7274625
1607,2,2,4,No,Others,7404375
775,1,1,2,No,Others,7726750
1830,3,2,5,No,House,11111430
961,1,1,3,Yes,House,8406500
1925,3,2,5,No,House,8372550
1301,1,1,3,Yes,Commercial,13938120
1041,1,1,3,Yes,Others,9197770
1593,2,2,4,Yes,Others,7993125
779,1,1,2,No,Commercial,10189000
725,1,1,2,No,Others,8071375
1717,2,1,4,No,Commercial,14350560
1248,2,2,4,No,House,8739885
1223,2,1,4,No,House,10501150
1925,2,1,5,Yes,Commercial,23667340
907,1,1,3,Yes,Others,9995590
1089,1,1,3,No,Others,10000930
1574,1,1,4,No,House,11235770
1335,2,2,4,Yes,Commercial,12986500
1876,3,2,5,Yes,Commercial,16527040
2455,4,2,6,No,Commercial,20063100
1280,1,1,3,No,Others,6783500
2169,3,2,5,No,Commercial,17039580
1897,3,2,5,No,House,10040100
975,1,1,3,No,Others,8345750
1876,2,1,5,Yes,House,14685790
1931,2,1,5,Yes,House,14799120
1793,1,1,4,Yes,Commercial,22348850
1618,1,1,4,Yes,Others,12611320
1582,2,1,4,No,Others,8155260
1050,1,1,3,Yes,Commercial,14414750
1938,3,2,5,Yes,Others,11854600
1894,2,1,5,Yes,Others,14310420
1780,1,1,4,Yes,House,11574780
1636,2,1,4,Yes,Others,8778570
1864,2,1,5,No,Commercial,20691780
2478,4,2,6,Yes,Commercial,19600940
725,1,1,2,Yes,House,4953250
1627,1,1,4,No,House,12093600
1652,2,2,4,No,House,5999250
1996,2,1,5,No,Commercial,22567050
1463,2,1,4,No,Commercial,12802100
1302,1,1,3,Yes,Others,8871250
1294,2,1,4,No,House,8782150
1685,2,2,4,Yes,Others,8895625
1790,2,1,4,No,Other,7627340
1036,1,1,3,Yes,Others,10030670
1688,1,1,4,Yes,Commercial,19632920
1707,1,1,4,No,Commercial,20192150
919,1,1,3,No,House,7989450
1528,2,1,4,Yes,House,8192790
1746,2,1,4,Yes,Commercial,14917160
1885,2,1,5,Yes,House,13501410
1135,1,1,3,No,Others,8699125
871,1,1,3,No,House,7373000
831,1,1,3,No,Others,7713895
1216,2,1,4,Yes,House,9748900
1728,2,1,4,Yes,House,10930680
1677,1,1,4,No,House,11947050
1463,2,2,4,No,House,5885000
1739,1,1,4,No,House,10320700
668,1,1,2,No,House,3339000
1878,2,1,5,Yes,Others,15496160
1780,1,1,4,No,House,13140580
1513,2,1,4,Yes,Others,8008950
917,1,1,3,No,Commercial,12508650
2157,3,2,5,No,Others,11853140
730,1,1,2,No,Commercial,4886000
1912,2,1,5,No,Commercial,21107310
2411,4,2,6,No,Others,12520540
1854,2,1,5,No,Others,13173400
2075,3,2,5,No,Others,10696080
1239,1,1,3,No,House,5281500
890,1,1,3,No,Commercial,8414875
2471,4,2,6,No,Others,13259060
1303,1,1,3,Yes,House,8496660
1532,2,1,4,Yes,Commercial,13405440
947,1,1,3,Yes,Others,8709375
2271,4,2,6,No,Commercial,18436880
1610,2,2,4,Yes,Commercial,12876250
808,1,1,3,No,Commercial,9544050
1626,2,2,4,Yes,Others,9478500
1596,2,1,4,Yes,Commercial,13502160
1653,2,1,4,Yes,Others,11222760
1609,2,1,4,Yes,House,9588670
1503,1,1,4,Yes,Commercial,17978100
1232,2,1,4,Yes,House,9371100
1838,3,2,5,No,House,9244720
1511,2,1,4,No,House,6702360
1072,1,1,3,Yes,Commercial,12893150
1291,2,2,4,No,Others,10168445
1771,1,1,4,No,House,11123540
709,1,1,2,Yes,Others,9332280
1886,2,1,5,No,Others,15416110
1540,2,1,4,Yes,House,8174460
1712,1,1,4,No,Commercial,19337750
853,1,1,3,Yes,House,9872250
890,1,1,3,Yes,Commercial,11492450
934,1,1,3,No,Others,8750680
1113,1,1,3,Yes,Others,8449490
1183,1,1,3,Yes,Commercial,14046320
527,1,1,2,Yes,House,5173250
996,1,1,3,Yes,Others,9831120
1730,2,1,4,Yes,House,10651140
1697,2,1,4,No,Commercial,12666780
2260,4,2,6,No,House,12528440
1754,1,1,4,Yes,Others,13330820
1633,1,1,4,Yes,Commercial,19300690
914,1,1,3,No,House,8155200
2457,4,2,6,Yes,Others,13907120
1946,2,1,5,No,Commercial,21897640
713,1,1,2,No,Others,7676000
1179,1,1,3,Yes,House,10044200
1770,2,1,4,No,House,8548080
1833,3,2,5,Yes,Commercial,15741200
2335,4,2,6,No,Others,12290940
1122,1,1,3,No,House,7498275
1866,2,1,5,Yes,Others,14409230
1635,2,2,4,No,Commercial,10763000
1514,1,1,4,No,Others,12047650
1242,2,2,4,Yes,House,9378485
1861,2,1,5,Yes,House,12006850
1650,2,1,4,Yes,Commercial,14278260
1802,3,2,5,No,House,8288940
1594,2,1,4,Yes,Others,9865200
1217,2,2,4,No,Commercial,14178675
1926,3,2,5,No,House,9839960
1143,1,1,3,Yes,House,5280500
1129,1,1,3,No,Others,9214930
937,1,1,3,Yes,House,8245950
790,1,1,2,No,House,7329900
1215,2,2,4,No,Commercial,15103540
976,1,1,3,Yes,Commercial,11943700
604,1,1,2,Yes,Others,6322560
1672,2,1,4,No,Others,10904740
2382,4,2,6,No,Commercial,18192700
1324,1,1,3,Yes,House,8962700
1198,1,1,3,Yes,Commercial,10599000
1347,2,2,4,No,Others,8268875
1845,3,2,5,Yes,Others,11395560
1569,2,2,4,No,House,8792500
1548,1,1,4,No,Others,13249450
1143,1,1,3,Yes,Others,9305660
1127,1,1,3,No,House,9198100
585,1,1,2,Yes,House,3906750
1823,3,2,5,No,Others,10748500
1891,3,2,5,Yes,Commercial,16864980
1781,2,1,4,No,House,7950320
2328,4,2,6,Yes,Commercial,18646240
1958,3,2,5,No,Others,9491790
977,1,1,3,No,Commercial,7095250
797,1,1,2,Yes,House,7975085
700,1,1,2,Yes,House,6973750
1483,2,2,4,Yes,Others,10032375
843,1,1,3,No,Others,7812910
1464,2,2,4,Yes,Others,8988750
858,1,1,3,Yes,House,9563095
1927,3,2,5,Yes,Commercial,17651360
1664,1,1,4,No,Others,13427680
1293,2,2,4,No,House,9104275
1681,1,1,4,No,Commercial,18312300
1073,1,1,3,Yes,Others,9760960
916,1,1,3,No,House,7319800
1617,2,1,4,No,Commercial,12167290
2223,4,2,6,No,House,11839680
877,1,1,3,Yes,Commercial,12640950
802,1,1,2,Yes,Commercial,7832500
2057,3,2,5,Yes,House,11396020
1990,2,1,5,Yes,House,14927450
975,1,1,3,Yes,Commercial,8261000
1519,1,1,4,Yes,Commercial,18169910
1537,2,2,4,No,Others,8178625
1502,2,2,4,Yes,Others,6677000
1016,1,1,3,No,House,7041840
1502,1,1,4,No,House,9433610
1497,2,2,4,No,Others,8164875
850,1,1,3,No,House,6575100
1940,2,1,5,No,Others,14198960
1523,2,2,4,Yes,House,6916250
711,1,1,2,Yes,House,6354550
1671,2,1,4,No,House,7352510
1293,2,1,4,Yes,Commercial,14017800
1615,2,2,4,Yes,Commercial,12288250
1526,2,1,4,Yes,Others,9091390
2296,4,2,6,Yes,Others,14327400
1600,1,1,4,No,House,12401250
1122,1,1,3,No,Others,7809500
821,1,1,3,No,Others,6678470
1678,2,1,4,Yes,Commercial,14452540
587,1,1,2,Yes,Others,5185125
613,1,1,2,No,Others,6193485
714,1,1,2,Yes,House,8144950
596,1,1,2,No,Commercial,5766000
1804,3,2,5,Yes,Others,11065040
1058,1,1,3,Yes,Others,9121000
884,1,1,3,Yes,House,9668900
2321,4,2,6,No,House,11291220
1603,2,2,4,Yes,Commercial,14077500
715,1,1,2,Yes,Commercial,10571650
1397,2,2,4,Yes,Commercial,9888000
1604,1,1,4,Yes,Others,12985460
1533,2,1,4,No,Commercial,12844280
1744,1,1,4,Yes,House,13832030
1097,1,1,3,No,House,8792100
748,1,1,2,No,Commercial,10727250
847,1,1,3,No,House,5254245
1535,1,1,4,No,Commercial,18163890
1558,2,2,4,No,House,7047750
1696,2,1,4,No,Others,9475100
1868,2,1,5,Yes,Others,13107540
591,1,1,2,No,Others,5865875
1539,1,1,4,No,Others,10959440
1594,1,1,4,Yes,House,12918430
1074,1,1,3,Yes,Commercial,14048900
736,1,1,2,No,Commercial,10316800
904,1,1,3,No,Others,7831830
802,1,1,3,Yes,Commercial,12971150
1445,2,2,4,No,Commercial,8783500
1623,2,1,4,No,Others,10346560
1978,2,1,5,Yes,House,13831750
1546,2,2,4,No,Others,8340500
1896,3,2,5,No,Others,10461400
1673,2,1,4,Yes,Commercial,16280140
2334,4,2,6,No,Commercial,17422560
1114,1,1,3,No,House,9214700
776,1,1,2,Yes,House,8237550
1675,2,2,4,Yes,Others,10893375
1590,1,1,4,Yes,Commercial,20142850
1639,1,1,4,No,Commercial,19704720
1712,2,1,4,Yes,House,8137800
1118,1,1,3,Yes,House,8351070
792,1,1,2,No,Commercial,9522150
1190,1,1,3,Yes,House,9632875
1243,2,1,4,No,House,9469350
1657,1,1,4,No,House,12116210
1008,1,1,3,No,Others,9324960
1658,2,1,4,Yes,Commercial,14086140
1381,2,1,4,No,Commercial,13306740
929,1,1,3,No,Commercial,7698750
1166,1,1,3,No,Others,10093170
1239,2,1,4,No,Others,9819130
1231,2,1,4,No,Others,9592970
1973,2,1,5,No,House,12198380
2244,4,2,6,No,Others,12356100
1577,2,2,4,Yes,Others,6687375
1854,2,1,5,Yes,Others,12763900
1109,1,1,3,No,Others,10078530
1801,3,2,5,No,House,10345940
1257,2,1,4,No,Commercial,13773700
531,1,1,2,No,Others,3767125
1380,2,2,4,No,House,8624750
1758,2,1,4,No,House,8850660
1777,1,1,4,Yes,House,14237800
1943,2,1,5,No,Others,14078710
1964,3,2,5,Yes,Others,10705950
1777,1,1,4,Yes,Others,14138950
1751,1,1,4,No,House,10561720
1573,2,1,4,No,House,9336800
1438,2,1,4,Yes,Commercial,13750340
925,1,1,3,No,Others,7487725
1280,2,1,4,No,Others,10700200
947,1,1,3,Yes,House,8931410
1981,2,1,5,No,Others,13923830
1554,2,1,4,No,House,9444500
1762,2,1,4,Yes,Others,8899780
1835,2,1,5,No,House,12605360
1351,2,1,4,Yes,Others,9914760
750,1,1,2,No,Others,7954750
1598,2,1,4,No,Commercial,13087480
1856,3,2,5,Yes,Others,9430410
1584,2,1,4,No,House,8183130
852,1,1,3,No,Commercial,8355660
1650,2,2,4,Yes,Commercial,10554500
1606,2,2,4,No,House,7557000
1152,1,1,3,Yes,House,10008685
1763,2,1,4,Yes,Others,12182240
1969,2,1,5,Yes,Commercial,22916500
994,1,1,3,Yes,Others,7205505
1566,1,1,4,No,Others,11225380
914,1,1,3,Yes,Commercial,12010350
1757,1,1,4,No,House,11839510
1241,2,2,4,No,Others,10568895
1926,3,2,5,No,Commercial,14814620
1531,2,1,4,No,House,6745340
928,1,1,3,No,Commercial,10595700
1716,2,1,4,No,House,7777550
1637,2,1,4,Yes,Others,9014800
1286,2,1,4,Yes,Others,10675820
1694,2,2,4,No,Commercial,11405500
770,1,1,2,No,Commercial,9876750
1677,2,1,4,Yes,House,8859220
790,1,1,2,No,Commercial,9758035
1115,1,1,3,Yes,House,9005600
1723,2,1,4,No,House,9160860
1013,1,1,3,No,Commercial,9511000
1143,1,1,3,No,Others,5947125
1676,2,1,4,Yes,Commercial,15244800
960,1,1,3,Yes,Others,8428090
1849,2,1,5,No,House,13393470
850,1,1,2,No,House,3874500
935,1,1,3,Yes,Commercial,11529500
1247,1,1,3,Yes,Commercial,10758000
1420,2,2,4,No,Others,9082000
989,1,1,3,No,House,9315900
1227,2,1,4,Yes,House,8845600
1626,2,1,4,No,House,7257400
787,1,1,2,Yes,Commercial,10751700
1576,2,1,4,Yes,House,8567240
594,1,1,2,No,House,5308500
991,1,1,3,No,House,8765000
684,1,1,2,No,House,3916750
1717,2,1,4,No,House,7369890
1195,1,1,3,Yes,Others,9640575
951,1,1,3,No,Commercial,11239600
825,1,1,2,Yes,House,6778000
2498,4,2,6,Yes,Commercial,19200260
830,1,1,2,No,House,4242000
1459,2,2,4,Yes,Others,10388375
820,1,1,3,No,House,8254700
2434,4,2,6,Yes,Others,14361720
1647,2,2,4,Yes,House,9499000
847,1,1,2,Yes,House,6814000
1863,2,1,5,Yes,Others,15082700
1080,1,1,3,Yes,Others,10546405
1292,2,1,4,No,House,9746100
1883,3,2,5,Yes,Others,11447860
1748,2,1,4,No,Others,9516880
1621,2,2,4,No,Others,7580125
2061,3,2,5,Yes,House,11373980
1521,2,1,4,No,Commercial,12842120
839,1,1,3,Yes,Commercial,11650250
1296,2,1,4,No,House,9576550
1027,1,1,3,Yes,Others,9265490
1921,3,2,5,No,Others,11354960
855,1,1,3,Yes,House,7815055
1857,3,2,5,Yes,Others,10188470
920,1,1,3,Yes,Others,9211400
1781,2,1,4,No,Commercial,12296550
1658,1,1,4,No,House,9615130
1611,2,2,4,Yes,Commercial,12699000
1339,2,1,4,Yes,Others,11084700
876,1,1,2,Yes,Others,6763000
1880,3,2,5,No,Commercial,15074080
1227,1,1,3,Yes,House,4969250
918,1,1,3,No,Others,8745660
750,1,1,2,Yes,Commercial,10428000
1631,1,1,4,No,House,10323980
782,1,1,2,No,House,4842750
1258,2,1,4,Yes,Others,11154910
1536,1,1,4,Yes,Others,12754890
643,1,1,2,No,Commercial,6501000
919,1,1,3,Yes,Others,8802735
1180,1,1,3,No,Others,8366750
1167,1,1,3,No,Others,10474605
1698,2,1,4,Yes,Others,10509330
1051,1,1,3,No,Others,8090620
881,1,1,3,No,Others,8734920
1042,1,1,3,Yes,House,6369250
1954,3,2,5,No,House,9484440
919,1,1,3,No,House,9310300
1287,1,1,3,No,Commercial,9260750
1793,1,1,4,Yes,House,13186280
1814,3,2,5,Yes,Commercial,16271740
1889,3,2,5,No,House,7311370
1642,2,1,4,No,Commercial,11653680
1910,3,2,5,No,Commercial,15831550
990,1,1,3,No,House,7302250
1842,3,2,5,Yes,Others,11904740
825,1,1,2,No,Commercial,9305750
802,1,1,3,Yes,House,8657100
858,1,1,2,No,Others,5601750
1499,2,1,4,Yes,Others,9789220
1828,2,1,5,Yes,Commercial,20581330
717,1,1,2,Yes,House,7725200
504,1,1,2,No,Others,7019000
1823,2,1,5,Yes,House,13410030
1721,2,1,4,Yes,House,10199400
1734,1,1,4,No,Commercial,18918950
787,1,1,2,Yes,Commercial,11703450
1265,2,1,4,No,House,9735200
1967,3,2,5,No,House,10826810
1008,1,1,3,Yes,Commercial,12894500
1120,1,1,3,Yes,Commercial,13208750
1952,2,1,5,Yes,Commercial,21026890
1100,1,1,3,No,Others,5438750
1098,1,1,3,Yes,House,10556410
1470,2,1,4,No,House,9163340
970,1,1,3,Yes,House,7463750
1432,2,1,4,Yes,Others,11489580
790,1,1,2,No,Commercial,6102500
1149,1,1,3,No,Commercial,13734350
762,1,1,2,No,House,7037100
847,1,1,3,Yes,House,8931450
1954,3,2,5,Yes,House,10151490
2232,4,2,6,Yes,Others,14074260
1587,1,1,4,Yes,Commercial,17529450
1891,2,1,5,Yes,Commercial,21327550
1916,3,2,5,No,Others,10655980
1622,2,1,4,Yes,Others,10581870
1812,3,2,5,No,Commercial,15074740
1010,1,1,3,Yes,Others,9817500
1526,1,1,4,Yes,Commercial,17673370
775,1,1,2,No,House,6603250
1239,1,1,3,Yes,Others,5947625
1538,1,1,4,No,House,9593040
1853,2,1,5,No,Commercial,20525170
1536,2,1,4,Yes,Commercial,12946730
2241,4,2,6,Yes,House,12561300
1709,2,1,4,Yes,House,8133770
1282,2,1,4,No,Commercial,15195200
1319,1,1,3,No,House,4746500
994,1,1,3,Yes,House,10381895
782,1,1,2,No,Others,7344340
2235,4,2,6,No,Commercial,18201340
650,1,1,2,Yes,House,9080015
1677,1,1,4,No,House,10617090
684,1,1,2,No,Others,4575925
1128,1,1,3,Yes,House,9805150
1360,2,1,4,Yes,Commercial,12623360
895,1,1,3,Yes,Others,9533400
1227,2,1,4,Yes,Others,10499240
1720,1,1,4,No,House,11440690
1003,1,1,3,No,House,7064250
2114,3,2,5,No,Commercial,16929800
973,1,1,3,Yes,House,8457350
1655,2,1,4,Yes,House,8725740
910,1,1,3,No,House,6513570
840,1,1,3,Yes,House,8572425
1835,3,2,5,No,Commercial,15493260
1001,1,1,3,No,Others,9724320
1646,1,1,4,Yes,Commercial,20519100
907,1,1,3,No,Others,8947040
809,1,1,3,Yes,Others,9043635
1278,2,1,4,No,Commercial,14597300
1051,1,1,3,No,Others,9310120
1054,1,1,3,No,Others,7740080
971,1,1,3,Yes,Commercial,8878250
1956,3,2,5,No,Commercial,16677180
1921,2,1,5,Yes,Others,14301080
947,1,1,3,Yes,Others,5523875
1514,2,1,4,Yes,Others,7932350
1125,1,1,3,No,Commercial,8072750
1394,2,2,4,Yes,House,6962250
1609,2,2,4,No,Commercial,12977000
1916,2,1,5,No,House,13174940
1015,1,1,3,No,House,7742000
835,1,1,3,No,Others,6996450
1617,1,1,4,No,House,11367820
1901,2,1,5,No,House,14001530
1548,1,1,4,Yes,Commercial,18598580
1660,1,1,4,Yes,House,11618510
890,1,1,3,Yes,Others,6715750
956,1,1,3,Yes,Commercial,11844950
1841,3,2,5,Yes,House,11492190
1280,2,1,4,No,Commercial,14153850
1636,1,1,4,Yes,Others,13483830
2204,3,2,5,Yes,Others,12257060
1203,1,1,3,Yes,Others,6016875
1122,1,1,3,No,House,8015800
1574,1,1,4,No,House,11003670
1374,2,1,4,No,House,9741520
1746,2,1,4,Yes,Commercial,13626420
1370,2,2,4,Yes,House,7633500
1362,2,2,4,No,House,5878000
1897,2,1,5,No,Commercial,20738440
1020,1,1,3,No,House,8000250
897,1,1,3,Yes,House,8897050
1023,1,1,3,No,Commercial,12114895
1344,2,2,4,Yes,Others,9341250
1689,1,1,4,Yes,Commercial,20514620
1764,2,1,4,No,Commercial,14687760
1820,3,2,5,Yes,House,11095100
987,1,1,3,Yes,House,10646600
1688,1,1,4,Yes,House,12872810
1908,2,1,5,No,House,12114050
1078,1,1,3,Yes,House,9348350
1637,2,2,4,Yes,House,9407500
1019,1,1,3,Yes,House,8963715
1198,1,1,3,Yes,Commercial,13163050
1002,1,1,3,Yes,Commercial,12654700
1088,1,1,3,No,Commercial,8482500
1703,1,1,4,Yes,Commercial,20989850
946,1,1,3,Yes,House,8275800
1983,3,2,5,No,Commercial,13291100
1112,1,1,3,No,Commercial,9928250
700,1,1,2,Yes,House,7609525
1956,2,1,5,Yes,Others,15178120
1666,2,1,4,No,Others,10105060
1959,3,2,5,No,House,10225280
1276,2,1,4,Yes,Others,10309370
1079,1,1,3,Yes,House,8463200
2357,4,2,6,Yes,Others,12871060
1988,2,1,5,No,Others,14774770
1257,1,1,3,Yes,Others,8172125
1827,3,2,5,No,Commercial,14818680
1661,1,1,4,Yes,Commercial,20450950
939,1,1,3,No,Commercial,9149000
1607,2,1,4,Yes,Commercial,12499040
1829,3,2,5,No,Others,10272980
806,1,1,3,No,House,8636400
784,1,1,2,No,House,7499900
1540,2,1,4,Yes,Commercial,12647660
1794,1,1,4,No,Commercial,20838230
1875,3,2,5,No,House,9329120
1494,2,1,4,No,House,9120360
1921,2,1,5,Yes,Commercial,21050860
603,1,1,2,No,House,6185335
1479,2,1,4,No,Others,8400920
1574,1,1,4,No,House,11855940
730,1,1,2,Yes,Others,8972600
2450,4,2,6,No,House,12506600
1379,2,1,4,No,Others,10209760
1621,1,1,4,No,Others,12899530
617,1,1,2,No,Others,2476375
508,1,1,2,Yes,House,5679000
1485,2,2,4,Yes,House,8020500
804,1,1,2,No,Commercial,8396250
917,1,1,3,No,House,7110600
1729,1,1,4,No,Others,14158860
1102,1,1,3,Yes,Commercial,14510950
1826,3,2,5,Yes,Commercial,16595470
1864,3,2,5,Yes,Commercial,15913570
1776,2,1,4,No,Others,10423510
1091,1,1,3,No,Commercial,12690600
712,1,1,2,Yes,Commercial,10606765
795,1,1,2,Yes,Commercial,12313350
922,1,1,3,Yes,Commercial,13289900
1473,2,2,4,Yes,House,8352000
1699,2,2,4,Yes,Commercial,11423750
1026,1,1,3,No,Others,10120070
1570,1,1,4,No,Others,10738110
1479,2,1,4,No,House,8495640
2380,4,2,6,No,Others,12341040
704,1,1,2,No,House,6248450
1325,1,1,3,Yes,House,8477500
1558,2,1,4,No,Commercial,12564350
1133,1,1,3,Yes,Others,9304960
1866,3,2,5,No,House,10822220
936,1,1,3,Yes,Others,9038260
1657,2,1,4,No,Commercial,10849950
904,1,1,3,No,Others,8452080
924,1,1,3,Yes,Commercial,13485100
2031,3,2,5,Yes,Others,11878140
1945,3,2,5,Yes,House,10961920
1297,2,1,4,No,House,10088450
2179,3,2,5,Yes,Commercial,17858980
996,1,1,3,Yes,House,9135400
969,1,1,3,No,Others,8646380
1506,2,1,4,No,Others,8576110
1095,1,1,3,No,House,8367250
1329,1,1,3,Yes,Others,9840760
1130,1,1,3,Yes,Others,8461500
1299,1,1,3,No,Commercial,10651250
514,1,1,2,No,House,3093500
1738,2,1,4,No,House,10646500
1782,1,1,4,No,House,12105050
749,1,1,2,Yes,House,5325000
1267,2,1,4,Yes,House,9396600
694,1,1,2,No,Commercial,6936250
1175,1,1,3,Yes,Others,10732635
1846,2,1,5,No,Commercial,20244990
1428,2,1,4,Yes,Commercial,12964940
824,1,1,3,Yes,Others,7881135
1637,2,1,4,Yes,Commercial,13460460
2189,3,2,5,Yes,Others,13791820
1128,1,1,3,Yes,House,9662810
1213,1,1,3,No,House,6918250
1984,3,2,5,Yes,Commercial,15679400
680,1,1,2,Yes,Commercial,8588630
1508,2,1,4,No,House,6890790
2000,2,1,5,No,Commercial,20926890
1538,1,1,4,Yes,Commercial,19964360
1723,1,1,4,Yes,House,12565070
1161,1,1,3,Yes,Others,10586920
1676,2,1,4,Yes,Others,9089160
1749,1,1,4,No,House,11351890
2199,3,2,5,Yes,House,12761560
1101,1,1,3,No,House,8982400
1240,2,2,4,Yes,Others,10636820
1266,2,2,4,No,Others,8122870
1021,1,1,3,Yes,Others,9315520
1713,2,1,4,Yes,House,7897470
1563,2,1,4,No,House,5613270
889,1,1,3,No,Commercial,12146250
1925,3,2,5,Yes,Others,11055190
1791,3,2,5,No,House,10434260
910,1,1,3,Yes,House,9186250
2450,4,2,6,No,House,11638240
1763,2,1,4,Yes,Others,10388400
1170,1,1,3,No,Commercial,12448500
1294,2,2,4,Yes,House,10383300
1386,2,1,4,Yes,Commercial,13800700
1506,2,2,4,Yes,House,6450250
1830,2,1,5,No,Commercial,20787310
744,1,1,2,Yes,House,6481200
1298,2,1,4,Yes,House,9719400
